Ukrainian Index of Retail Deposit rates,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,retrieved
,3M,6M,9M,12M,3M,6M,9M,12M,3M,6M,9M,12M,"11/03/2022, 23:07:56"
2022-10-17 00:00:00,11.02,11.39,10.72,11.68,0.5,0.66,0.79,0.9,0.08,0.16,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-18 00:00:00,11.02,11.39,10.72,11.68,0.5,0.66,0.79,0.9,0.08,0.16,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-19 00:00:00,10.61,11.71,11.21,12.04,0.49,0.64,0.79,0.85,0.06,0.14,0.28,0.23,"11/03/2022, 23:07:56"
2022-10-20 00:00:00,10.74,11.07,10.16,11.39,0.43,0.63,0.79,0.88,0.05,0.14,0.31,0.27,"11/03/2022, 23:07:56"
2022-10-21 00:00:00,11.02,11.39,10.72,11.68,0.5,0.66,0.79,0.9,0.08,0.16,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-24 00:00:00,11.02,11.39,10.72,11.68,0.5,0.66,0.79,0.9,0.08,0.16,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-25 00:00:00,11.02,11.39,10.72,11.68,0.42,0.56,0.79,0.9,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-26 00:00:00,11.06,11.38,10.54,11.62,0.42,0.6,0.89,0.97,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-27 00:00:00,11.02,11.39,10.72,11.68,0.42,0.56,0.79,0.9,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
2022-10-28 00:00:00,11.19,11.46,10.39,11.75,0.49,0.63,0.69,0.83,0.06,0.14,0.24,0.22,"11/03/2022, 23:07:56"
2022-10-31 00:00:00,10.94,11.17,9.96,11.5,0.45,0.58,0.9,0.95,0.07,0.14,0.44,0.3,"11/03/2022, 23:07:56"
2022-11-01 00:00:00,11.09,11.43,10.72,11.68,0.42,0.56,0.79,0.9,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
2022-11-02 00:00:00,11.09,11.43,10.72,11.68,0.42,0.56,0.79,0.9,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
2022-11-03 00:00:00,11.09,11.43,10.72,11.68,0.42,0.56,0.79,0.9,0.06,0.13,0.38,0.27,"11/03/2022, 23:07:56"
Recalculated on 01.04.2022,,,,,,,,,,,,,"11/03/2022, 23:07:56"
