"1. Interest rates of deposit-taking corporations (excluding National Bank of Ukraine) on loans (new business), breakdown by regions 
and sectors of economy",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,,None.1,None.2,retrieved
,,up to 1 year,38.2227,0,0,25.8501,38.3218,0,36.1888,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,38.5382,0,0,17.7,39.0238,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,16.2591,0,0,0,16.2591,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,60,0,0,0,60,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,60,0,0,0,60,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Lviv,,,23.0637,14.0613,0,17.7662,36.6501,16.9136,32.9647,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,21.5578,0,0,19.3005,36.9592,16.9136,24.0507,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,23.5442,14.0613,0,17.128,36.6118,0,36.0933,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,26.4556,7.3533,0,19.2458,37.5155,0,36.0933,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,18.9296,24.5942,0,15.6697,32.0996,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,7.0901,0,0,6.4465,18.818,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,25.4589,24.5942,0,20.1924,36.6696,16.9136,34.9246,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,21.5567,0,0,19.3005,36.9568,16.9136,30.6421,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,26.9431,24.5942,0,20.6799,36.6341,0,36.0933,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,28.4884,0,0,21.5822,37.5155,0,36.0933,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.5872,24.5942,0,18.2904,32.2429,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,18.818,0,0,0,18.818,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,5.8362,7.3533,0,5.8217,10.1172,0,1.0174,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,43.0349,0,0,0,43.0349,0,1.0174,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.8324,7.3533,0,5.8217,8.0069,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,5.3735,7.3533,0,5.3492,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,5.5866,0,0,5.5695,8.0069,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,6.4465,0,0,6.4465,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
Mykolaiv,,,27.8513,0,0,19.31,39.0623,74,36,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,22.6635,0,0,17.8641,40.7756,74,0,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,29.4611,0,0,20.0217,38.8403,0,36,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,30.7668,0,0,21.1857,38.9573,0,36,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,24.1345,0,0,16.6554,39.3702,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,23.6396,0,0,0,23.6396,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,28.3062,0,0,19.8088,39.0844,74,36,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,22.6378,0,0,17.8641,40.7316,74,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,30.1112,0,0,20.8186,38.8717,0,36,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,30.7668,0,0,21.1857,38.9573,0,36,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,27.0648,0,0,19.4868,39.3702,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,25.2934,0,0,0,25.2934,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,6.0266,0,0,5.53,22.8015,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,50.8821,0,0,0,50.8821,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.5484,0,0,5.53,6.5293,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,5.53,0,0,5.53,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,6.5293,0,0,0,6.5293,0,0,,,,,,,,"01/05/2023, 16:39:11"
Odesa,,,22.2634,12,0,16.8461,34.1981,50.0418,40.4976,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,23.3218,12,0,19.6787,39.2809,50.0418,47.6634,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,21.9817,0,0,15.9084,33.4701,0,36.1011,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,22.0332,0,0,15.553,33.6783,0,36.1011,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.6402,0,0,18.5415,31.9787,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,15.3556,0,0,0,15.3556,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,25.5943,12,0,20.3391,34.1968,50.0418,40.4934,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,23.3098,12,0,19.6787,39.2963,50.0418,47.6955,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,26.3777,0,0,20.6719,33.4701,0,36.1011,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,27.0769,0,0,21.0876,33.6783,0,36.1011,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.8428,0,0,18.747,31.9787,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,15.3556,0,0,0,15.3556,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,6.8124,0,0,6.7797,36.2364,0,42.3167,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,36.2364,0,0,0,36.2364,0,42.3167,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,6.7797,0,0,6.7797,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,6.7734,0,0,6.7734,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,7.7591,0,0,7.7591,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Poltava,,,24.4736,0,0,18.0113,36.7847,16.8,36.0694,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,21.0695,0,0,17.0422,38.0612,16.8,39.836,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,25.3471,0,0,18.3372,36.6211,0,36.0488,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,25.9192,0,0,18.6847,36.6758,0,36.0488,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,22.0458,0,0,16.6311,38.6052,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,18.3044,0,0,0,18.3044,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,24.6024,0,0,18.1447,36.783,16.8,36.0692,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,21.0626,0,0,17.0422,38.0474,16.8,40.1264,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,25.5181,0,0,18.5206,36.6211,0,36.0488,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,26.0193,0,0,18.7954,36.6758,0,36.0488,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,22.5857,0,0,17.1241,38.6052,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,18.3044,0,0,0,18.3044,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,5.2096,0,0,4.8732,48.5677,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,48.5677,0,0,0,48.5677,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,4.8732,0,0,4.8732,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,4.6672,0,0,4.6672,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,5.0672,0,0,5.0672,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Rivne,,,29.3564,0,0,17.9233,36.5798,0,36.1988,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,25.4019,0,0,19.3019,38.5438,0,38.8122,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,30.3408,0,0,17.1758,36.3541,0,36.0019,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,32.7242,0,0,16.5322,37.5361,0,36.0019,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,20.7761,0,0,18.1009,26.8571,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,10.4148,0,0,0,10.4148,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,30.3972,0,0,19.4964,36.5797,0,36.1988,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,25.401,0,0,19.3019,38.5422,0,38.8122,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,31.7056,0,0,19.6216,36.3541,0,36.0019,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,34.592,0,0,21.0659,37.5361,0,36.0019,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,20.7761,0,0,18.1009,26.8571,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,10.4148,0,0,0,10.4148,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,4.1294,0,0,4.1214,55.728,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,55.728,0,0,0,55.728,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,4.1214,0,0,4.1214,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,4.1214,0,0,4.1214,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Sumy,,,25.948,0,0,17.49,36.8425,74,36.0254,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,22.8248,0,0,17.6827,38.4182,74,0,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,26.6948,0,0,17.4231,36.6487,0,36.0254,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,27.7246,0,0,17.0724,37.2883,0,36.0254,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.3122,0,0,18.6204,31.342,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,11.7163,0,0,0,11.7163,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,26.0186,0,0,17.5664,36.8422,74,36.0254,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,22.8163,0,0,17.6827,38.4188,74,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,26.7871,0,0,17.5256,36.6487,0,36.0254,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,27.839,0,0,17.2015,37.2883,0,36.0254,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.3122,0,0,18.6204,31.342,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,11.7163,0,0,0,11.7163,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,6.0117,0,0,5.0074,38.1129,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,38.1129,0,0,0,38.1129,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.0074,0,0,5.0074,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,5.0074,0,0,5.0074,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Ternopil,,,25.0101,19.5709,0,18.5301,36.6829,74,36.49,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,21.7708,0,0,18.3077,36.4883,74,35.0534,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,25.7968,19.5709,0,18.6041,36.7056,0,37.256,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,29.523,19.5709,0,18.7794,38.1096,0,37.256,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,19.4649,0,0,18.4567,27.8052,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,9.2361,0,0,0,9.2361,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,25.1297,19.5709,0,18.655,36.6828,74,36.49,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,21.7704,0,0,18.3077,36.4871,74,35.0534,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,25.9519,19.5709,0,18.7722,36.7056,0,37.256,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,29.5579,19.5709,0,18.8293,38.1096,0,37.256,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,19.722,0,0,18.7233,27.8052,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,9.2361,0,0,0,9.2361,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,6.0342,0,0,6.0162,56.5597,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,56.5597,0,0,0,56.5597,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,6.0162,0,0,6.0162,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,2.3118,0,0,2.3118,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,6.4488,0,0,6.4488,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Kharkiv,,,21.6441,15.9045,0,17.4472,38.7691,73.8927,33.9702,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,20.16,0,0,15.6854,40.6513,73.8927,40.6001,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,21.7957,15.9045,0,17.6326,38.5959,0,29.2113,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,21.9464,15.9045,0,17.7431,38.9501,0,35.4699,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,19.5875,0,0,15.8692,37.448,0,0.01,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,14.6375,0,0,0,14.6375,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,22.2501,15.9045,0,18.0083,38.8428,73.8927,33.9658,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,20.1574,0,0,15.6854,40.6535,73.8927,40.6008,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,22.4726,15.9045,0,18.2653,38.6759,0,29.2113,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,22.6589,15.9045,0,18.4177,38.9501,0,35.4699,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,19.669,0,0,15.9446,37.448,0,0.01,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,17.1433,0,0,0,17.1433,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,5.368,0,0,5.36,6.0102,0,40.1703,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,37.9992,0,0,36,38.0056,0,40.1703,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.3554,0,0,5.3599,4.982,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,5.372,0,0,5.372,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,3.7484,0,0,3.7484,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,4.982,0,0,0,4.982,0,0,,,,,,,,"01/05/2023, 16:39:11"
Kherson,,,38.3765,0,25,21.5659,39.6678,0,43.8,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,39.6321,0,0,15.9079,40.4845,0,44.4,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,38.1223,0,25,22.151,39.4941,0,40.8,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,39.2289,0,0,25.5,39.8774,0,40.8,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,33.4402,0,25,17.6945,40.6127,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,17.5604,0,0,0,17.5604,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,38.3745,0,25,21.5659,39.6671,0,43.8,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,39.6283,0,0,15.9079,40.4863,0,44.4,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,38.1223,0,25,22.151,39.4941,0,40.8,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,39.2289,0,0,25.5,39.8774,0,40.8,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,33.4402,0,25,17.6945,40.6127,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,17.5604,0,0,0,17.5604,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,40.2175,0,0,0,40.2175,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,40.2175,0,0,0,40.2175,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Khmelnytskyi,,,23.1725,0,16.8,16.7464,36.1868,14.34,36.0021,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,22.8998,0,16.8,16.8232,38.3707,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,23.2114,0,0,16.7345,35.9259,14.34,36.0018,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,27.2437,0,0,19.5506,36.728,0,36.0018,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,14.8969,0,0,13.4482,30.6724,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,7.2007,0,0,5.68,12.3062,14.34,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,25.8302,0,16.8,19.4535,36.1868,14.34,36.0018,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,22.899,0,16.8,16.8232,38.3703,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,26.3243,0,0,19.9825,35.9259,14.34,36.0018,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,27.7072,0,0,20.1001,36.728,0,36.0018,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.2591,0,0,19.6859,30.6724,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,12.4124,0,0,0,12.3062,14.34,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,5.8072,0,0,5.8057,40.3135,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,40.3135,0,0,0,40.3135,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.8057,0,0,5.8057,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,5.6856,0,0,5.6856,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,5.8398,0,0,5.8398,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,5.68,0,0,5.68,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
Cherkasy,,,25.8378,13.8034,0,18.3938,36.3759,0,36.2105,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,20.197,13.8034,0,17.5985,35.1156,0,38.0027,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,28.4984,0,0,19.0866,36.5396,0,36.0005,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,30.3703,0,0,19.9797,37.2751,0,36.0005,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,20.0732,0,0,16.8594,31.3815,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,11.804,0,0,0,11.804,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,26.0831,13.8034,0,18.6567,36.3992,0,36.2102,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,20.1956,13.8034,0,17.5985,35.1103,0,38,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,28.9083,0,0,19.6133,36.5666,0,36.0005,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,30.7095,0,0,20.4927,37.2751,0,36.0005,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,20.6006,0,0,17.3927,31.3815,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,12.5282,0,0,0,12.5282,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,5.061,0,0,5.1255,2.4742,0,60,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,54.9582,0,0,0,54.9582,0,60,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,5.0063,0,0,5.1255,0.001,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,4.9211,0,0,4.9211,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,5.5,0,0,5.5,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,0.001,0,0,0,0.001,0,0,,,,,,,,"01/05/2023, 16:39:11"
Chernivtsi,,,29.1475,0,0,18.3301,36.3152,0,41.4108,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,24.4439,0,0,19.0662,38.5617,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,30.5755,0,0,17.7901,36.0466,0,41.4566,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,34.525,0,0,20.0317,37.9921,0,41.4566,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,18.8517,0,0,15.6972,24.6221,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,16.5867,0,0,0,16.5867,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,29.1473,0,0,18.3301,36.315,0,41.4566,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,24.4429,0,0,19.0662,38.5598,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,30.5755,0,0,17.7901,36.0466,0,41.4566,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,34.525,0,0,20.0317,37.9921,0,41.4566,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,18.8517,0,0,15.6972,24.6221,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,16.5867,0,0,0,16.5867,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,49.6383,0,0,0,49.6383,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,53.0634,0,0,0,53.0634,0,36.5,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,30,0,0,0,30,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,30,0,0,0,30,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
Chernihiv,,,27.7411,17.3966,0,19.9835,36.4438,74,37.1694,,,,,,,,"01/05/2023, 16:39:11"
including,overdraft,,22.9718,0,0,20.2307,37.0962,74,38,,,,,,,,"01/05/2023, 16:39:11"
,excluding overdraft,,29.6903,17.3966,0,19.7368,36.3722,0,30.7118,,,,,,,,"01/05/2023, 16:39:11"
,including by original maturity,up to 1 year,33.9776,17.3966,0,19.3252,37.7175,0,30.7118,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,21.494,0,0,19.8647,33.3546,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,9.351,0,0,0,9.351,0,0,,,,,,,,"01/05/2023, 16:39:11"
including by currencies,in national currency,total,27.9306,17.3966,0,20.2299,36.4435,74,37.1694,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,22.9711,0,0,20.2307,37.0937,74,38,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,29.9837,17.3966,0,20.2291,36.3722,0,30.7118,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,33.9776,17.3966,0,19.3252,37.7175,0,30.7118,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,22.1434,0,0,20.5243,33.3546,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,9.351,0,0,0,9.351,0,0,,,,,,,,"01/05/2023, 16:39:11"
,in foreign currency,total,7.0326,0,0,7,57.1341,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,overdraft,57.1341,0,0,0,57.1341,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,excluding overdraft,7,0,0,7,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,over 1 year and up to 5 years,7,0,0,7,0,0,0,,,,,,,,"01/05/2023, 16:39:11"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"01/05/2023, 16:39:11"
,,,,,,,,,,,,,,,,,"01/05/2023, 16:39:11"
